s1,s2,Tweet_Id,Created_At,Timestamp_ms,Text,Keyword,User_Id,Screen_name,Description,Retweet_cnt,Favorite_count,Friend_cnt,Location,Geo
9234,235,8.49E+17, Tue Apr 04 03:58:58 +0000 2017,1.49128E+12, next on @ksl5tv a 10pm. a morgan county teenager overdoses on a synthetic opioid. his family shares a warning for utah parents.,  opioid,75320258, laddegan, broadcast journalist for ksl 5 tv. political beat reporter. husband and proud dad of five.,0,0,800, Salt Lake City: UT, None
9235,236,8.49E+17, Tue Apr 04 04:00:57 +0000 2017,1.49128E+12, love when rental properties in questionable areas wont allow dogs. youre telling me heroin ods are fine but not a dog idiotic.,  heroin,626178021, ZLynch66, my dog is adorable  except the 90 of the time when hes annoying as fuck.,0,0,105, Northfield: VT, None
9238,239,8.49E+17, Tue Apr 04 04:16:24 +0000 2017,1.49128E+12, hb90 engross establishes the narcotics control act ,  narcotic,104724478, LegiScanMO, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Missouri: USA, {'coordinates': [38.579206: -92.173019]: 'type': 'Point'}
9242,243,8.49E+17, Tue Apr 04 04:31:14 +0000 2017,1.49128E+12, suburbanpickuplines so  can we get together for tylenol...pm  tonight,  tylenol,8.47E+17, ramblinroxy, i am a divorced mother of five amazing young people. my eldest son  has high functioning autism   with 2 hounds our travel nursing adventure has begun.  .,0,0,183, Memphis: TN, None
9249,251,8.49E+17, Tue Apr 04 06:16:34 +0000 2017,1.49129E+12, bye this only happening because heroin impacts white people ,  heroin,32939076, SLIKKRIC, new orleans xula | sc slikkric | vegan since 01 mar 2017,0,0,805, New Orleans: LA, None
9250,252,8.49E+17, Tue Apr 04 06:20:24 +0000 2017,1.49129E+12, im addicted to opiates and need helpalternate source of pain management,  opiate,325967587, Hvnter_,  yohvnter 20,0,0,406, Lemoore: CA, None
9254,256,8.49E+17, Tue Apr 04 07:07:17 +0000 2017,1.49129E+12, if i was a heroin addict... just thinking about the amount of money i would save   would be enough for me to quit.,  heroin,494788294, travis_mccullum, none,0,0,194, Sparks: NV, None
9255,257,8.49E+17, Tue Apr 04 07:08:32 +0000 2017,1.49129E+12, just saw an intervention where shorty was spending 1400.00 a week on heroin  thats wild.,  heroin,494788294, travis_mccullum, none,0,0,194, Sparks: NV, None
9257,259,8.49E+17, Tue Apr 04 08:00:37 +0000 2017,1.49129E+12, obama linked planed filled with afghan heroin and north korean amphetamines impounded in caribbean ,  heroin,8.14E+17, electoengfam, frank is a christian  american expat living with his wife and active dog. i try to follow world news. frank is retired. ,0,0,492, Oslo: Norway, None
9261,264,8.49E+17, Tue Apr 04 10:19:01 +0000 2017,1.4913E+12, potential role for oxycodonenaloxone combo in colorectalsurgery  eras pilotfeasibility study results  ,  oxycodone,3707510662, Schadi_CRS, colorectal surgeon focus in colon  rectal surgical oncology clinical epidemiologymethodology @uoftsurgery @uhnsurgery tweetsviews my own colorectalsurgery,0,0,511, Toronto: Ontario, None
9267,271,8.49E+17, Tue Apr 04 11:29:50 +0000 2017,1.49131E+12, i love that ill never take any drug. except xanax who has some xanax lol im having panic attacks from this move ,  xanax,537387478, tribehaus, streetwear lifestyle sport annabagozzi@gmail.com ig annabagozzi | snapchat tribehaus ,0,0,99, San Francisco: CA, None
9268,272,8.49E+17, Tue Apr 04 11:36:03 +0000 2017,1.49131E+12, ab428 new revises provisions governing the acquisition and use of opioid antagonists. bdr 40620 ,  opioid,104728564, LegiScanNV, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Nevada: USA, {'coordinates': [39.164009: -119.766153]: 'type': 'Point'}
9270,274,8.49E+17, Tue Apr 04 11:52:06 +0000 2017,1.49131E+12, these people get me. naps are my heroin. ,  heroin,27667256, tiffanyclay, progressive. theresistance. generation oregon trail. native texan. aggie. . lover of puppies  trivia  naps. tweetsmine. rtrt. dmsunread. listblocked,0,0,1797, Austin: TX, None
9271,275,8.49E+17, Tue Apr 04 12:02:56 +0000 2017,1.49131E+12, apple  amp tylenol  ,  tylenol,3221920771, KooSmooth, that one nigga in da memes support my movement im trynna be famous ,0,0,555, Alabama: USA, None
9276,281,8.49E+17, Tue Apr 04 12:52:15 +0000 2017,1.49131E+12, when you get your wisdom teeth taken out and all they prescribe you for the pain is ibuprofen... ,  ibuprofen,18076480, _Jes, surviving solely out of spite.,0,0,197, Brooklyn: NY, None
9280,285,8.49E+17, Tue Apr 04 13:18:11 +0000 2017,1.49131E+12, took 3 tylenols and still couldnt sleep,  tylenol,3462177614, dejamelaniee, 19 years youngg ,0,0,716, New Orleans: LA, None
9281,286,8.49E+17, Tue Apr 04 13:24:56 +0000 2017,1.49131E+12, reading that allowing adults up to age 26 to stay on parental ins gives them 2 much free access to rx opiates  there is some logic here...,  opiate,7.85E+17, Cynthia74015493, like golf love animals politically conservative but not cranky about it i walk by faith  not by sight.,0,0,27, New Jersey: USA, None
9283,288,8.49E+17, Tue Apr 04 13:37:35 +0000 2017,1.49131E+12, plans underway for an opioid action team at nqf. glad to hear it nqf17,  opioid,1655753384, KHCollaborative, the khc is a nonprofit organization with a major stake in improving the health status and healthcare delivery system in greater louisville.,0,0,149, Louisville: Kentucky, None
9285,291,8.49E+17, Tue Apr 04 13:44:08 +0000 2017,1.49131E+12, @rhcouch was awarded with @bflouisville lifetime hero award for his contributions in addressing the regions heroin ,  heroin,124250945, LouMedSociety, promoting the science  art  profession of medicine. protecting the patientphysician relationship. advocating for the health  wellbeing of the community.,0,0,525, Louisville: KY, None
9287,293,8.49E+17, Tue Apr 04 13:49:11 +0000 2017,1.49131E+12, sw ohio boy  13  dies of suspected heroin overdose dad jailed 10tv ,  heroin,63964871, ColumbusCP, breaking news and weather updates from columbus.,0,0,10, Columbus: OH, {'coordinates': [39.96378925: -82.99527267]: 'type': 'Point'}
9288,294,8.49E+17, Tue Apr 04 13:51:28 +0000 2017,1.49131E+12, palm beach county commission meeting underway. money for heroin response on the agenda. ,  heroin,375194353, SkylerSwisher, palm beach county government reporter for @sunsentinel. contact me at sswisher@sunsentinel.com.,0,0,776, Palm Beach County: FL, None
9289,295,8.49E+17, Tue Apr 04 13:52:43 +0000 2017,1.49131E+12, @jteedc been waiting for someone to write this. been smoldering in me since rs started talking about the opioid pro ,  opioid,6060732, Ardvaark, a meek mild almost inarticulate little man in a constant condition of unworldly greasecoated dream like somnambulism.,0,0,288, Steampipe Trunk Distribution Venue: DC, None
9291,297,8.49E+17, Tue Apr 04 14:17:30 +0000 2017,1.49132E+12, dr. berde of @bostonchildrens discusses indications for opioids in kids amp multimodal approach to pain mx ,  opioid,3251833583, DeepaKattail, pediatric anesthesiologist @hopkinskids|assistant prof @hopkinsmedicine|mhs candidate @gtpci @johnshopkinssph| pedsanes pedspain,0,0,420, Maryland: USA, None
9292,298,8.49E+17, Tue Apr 04 14:18:44 +0000 2017,1.49132E+12, dr.berde discusses indications for opioids in kids amp multimodal approach to pain mx  via ,  opioid,3251833583, DeepaKattail, pediatric anesthesiologist @hopkinskids|assistant prof @hopkinsmedicine|mhs candidate @gtpci @johnshopkinssph| pedsanes pedspain,0,0,420, Maryland: USA, None
9294,301,8.49E+17, Tue Apr 04 14:26:09 +0000 2017,1.49132E+12, fuck heroin. fuck meth. fuck coke. fuck bars.,  heroin,2763588320, ashxkicker,  ashton clemons  mwb  ig ashxkicker  @smashyrenemies ,0,0,352, Louisville: KY, None
9300,307,8.49E+17, Tue Apr 04 14:50:23 +0000 2017,1.49132E+12, stressed to the max with school and i cant find friggin tylenol in any of these darn boxes lol dammit ,  tylenol,259929895, kaiterrz, 25 years old sixnations indigenous onondaganation ig @kaiterrz endthestigma uwo firstnationsstudies politicalscience westernu,0,0,1012, London: Ontario, None
9301,308,8.49E+17, Tue Apr 04 14:55:12 +0000 2017,1.49132E+12, give the dog heroin  louis ck,  heroin,546307612, zombiecrowdsurf, jack links beef jerky presents messin with sasquatch,0,0,345, Cohoes: NY, None
9303,310,8.49E+17, Tue Apr 04 15:05:07 +0000 2017,1.49132E+12, jerseycitylawyer opioids a prescription for liability  @jdsupra ,  opioid,480064823, NJdivorce,   top rated and well appreciated jersey city divorce lawyers and family law attorney in new jersey.,0,0,4996, Jersey City: New Jersey, {'coordinates': [40.6897956: -74.0728092]: 'type': 'Point'}
9304,311,8.49E+17, Tue Apr 04 15:07:53 +0000 2017,1.49132E+12, when morphine is just best friend after surgery ,  morphine,33841072, monicazyoung, working mom  wife  with a crazy schedule. lifestyle blogger. cofounder of the muylatinas network  member of the mamavation community since 2011,0,0,15970, Los Angeles: CA, None
9306,313,8.49E+17, Tue Apr 04 15:12:09 +0000 2017,1.49132E+12, the study found 23 less hospitalization from opioid overdose in states where cannabis is legal. ,  opioid,70381121, DenverCP, breaking news and weather updates from denver.,0,0,18, Denver: CO, {'coordinates': [39.74601199: -104.99459343]: 'type': 'Point'}
9307,314,8.49E+17, Tue Apr 04 15:15:21 +0000 2017,1.49132E+12, .@andrewkolodny on press call  we need an fda that will disrupt the steady stream of opioid approvals. bigpharma,  opioid,14335586, Public_Citizen, public citizen is a national  nonprofit advocacy org that has been standing up to corporate power and holding government accountable for 45 yrs.,0,0,4424, Washington: DC, None
9308,315,8.49E+17, Tue Apr 04 15:16:19 +0000 2017,1.49132E+12, i actually hate xanax it ruined the best shit i had going for me.,  xanax,2473416888, linden_mensik, || ||  s,0,0,952, Second Choice: TX, None
9311,318,8.49E+17, Tue Apr 04 15:32:47 +0000 2017,1.49132E+12, i need someone to massage xanax dust into my shoulder,  xanax,2873364197, frickIIILLLYYY, art dad for @loveyoufxckus  my tweets dont define me  not actually an alcoholic yet  commissions always open.,0,0,411, Murfreesboro: TN, None
9312,319,8.49E+17, Tue Apr 04 15:33:45 +0000 2017,1.49132E+12, they infiltrated churches and created new hug life gangs that move blood and stay on methadone.,  methadone,8.40E+17, UndeclaredF, i am an undeclared federal intelligence distribution asset on undercover public information systems assignment,0,0,33, California: USA, None
9313,320,8.49E+17, Tue Apr 04 15:34:12 +0000 2017,1.49132E+12, i just need some ibuprofen,  ibuprofen,2715170923, mariahh_lynn4, powerlifting  tennis  track                                  ig mariahh4 sc mariahc44,0,0,491, Texas: USA, None
9317,324,8.49E+17, Tue Apr 04 15:57:59 +0000 2017,1.49132E+12, @gordonhunting at some point  we may need to distinguish moons in hydrostatic equlibrium from those that arent. o ,  hydros,16269068, plutosavior, writer  actress  activist  amateur astronomer  astronomy student at swinburne university  pluto resurrector  cute finger wrapper aka hrh princess plutogirl,0,0,2391, Highland Park: NJ, None
9318,325,8.49E+17, Tue Apr 04 16:01:51 +0000 2017,1.49132E+12, i just want to buy my fentanyl without your trans feminist virtue signalling,  fentanyl,8.27E+17, tmwinthebattle, my daddys son. jeff sessions smokes mids.,0,0,128, New Orleans: LA, None
9321,328,8.49E+17, Tue Apr 04 16:07:29 +0000 2017,1.49132E+12, man fuck heroin,  heroin,772168825, FuriousssStylez, bio,0,0,100, Charleroi: PA, None
9322,329,8.49E+17, Tue Apr 04 16:20:49 +0000 2017,1.49132E+12, @justinalpertesq @helpnothandcuff its the extra insidious part of fentanyl. its completely synthetic  which makes ,  fentanyl,21633721, SStirling, data reporter for nj advance media  weather guy @njdotcom  occasional contributor to @fivethirtyeight  rabid devilsmets fan  rowan alum. opinions my own.,0,0,4003, Jersey City: NJ, None
9329,337,8.49E+17, Tue Apr 04 17:03:32 +0000 2017,1.49133E+12, my professor is talking about synthetic drugs amp how a street dealer  was trying to make heroin in his lab amp he accidentally made something,  heroin,327164393, EnadinaGonzalez, bless this mess,0,0,436, La Mirada: CA, None
9330,338,8.49E+17, Tue Apr 04 17:06:51 +0000 2017,1.49133E+12, does someone have advil or ibuprofen,  ibuprofen,2684111866, alexajjordyn, varsity tennis  senior dancer  zmw,0,0,359, Grove City: OH, None
9331,339,8.49E+17, Tue Apr 04 17:14:28 +0000 2017,1.49133E+12, campus narcotics probe linked to previousbust  penn libraries apr 26  1977 åÊstudy studentåÊ... 3701åÊchestnut st ,  narcotic,41733534, ncbirch, investment analysis real estate investments financial management paranormal  mystical architecture researcher spiritual guide.,0,0,40, Philadelphia: Pennsylvania, None
9332,340,8.49E+17, Tue Apr 04 17:15:50 +0000 2017,1.49133E+12, candrugforum drug overdoses does not have to be the new normal. fentanyl sold as heroin is responsible. jw ,  heroin,3997936454, MaeKattNP, ojibway from temagami first nation. interested in health policy   mental health and addiction expertise in opiate agonist treatment with suboxone,0,0,3473, Thunder Bay: Ontario, None
9333,341,8.49E+17, Tue Apr 04 17:18:47 +0000 2017,1.49133E+12, imhcfocusonhealth addressing the opioid issues in indiana ,  opioid,1046956008, IMHC_Indiana, indiana minority health coalition  inc. imhc is a statewide nonprofit organization that works to eliminate health disparities through advocacy and education.,0,0,1153, Indianapolis: IN, None
9334,342,8.49E+17, Tue Apr 04 17:26:19 +0000 2017,1.49133E+12, ending the tax break for heroin injection waleg ,  heroin,46534084, stokesbary, husband to ashley. father to jack  eli. lawyer at @stokesbarypllc. state representative in waleg. alum of @dukeu  @notredame law. free republican.,0,0,201, Auburn: WA, None
9336,344,8.49E+17, Tue Apr 04 17:45:25 +0000 2017,1.49133E+12, you look mentally slow assuming that people take xanax to be cute n cool ,  xanax,35177564, BounceRoccSkate, endonesia,0,0,452, Los Angeles: CA, None
9337,345,8.49E+17, Tue Apr 04 17:46:07 +0000 2017,1.49133E+12, hb1329 engross heroin and opioid prevention effort hope and treatment act of 2017 ,  heroin,104718610, LegiScanMD, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Maryland: USA, {'coordinates': [38.978862: -76.490685]: 'type': 'Point'}
9338,346,8.49E+17, Tue Apr 04 17:55:39 +0000 2017,1.49133E+12, .@rep89 talking about the nine opioid bills coming up for a vote in the assembly today  says they continue broad a ,  opioid,17807877, lkwhite, state capitol reporter for wisconsin public radio @wprnews. @medillschool and @northcentralcol alumna.,0,0,1061, Madison: Wisconsin, None
9339,347,8.49E+17, Tue Apr 04 17:55:51 +0000 2017,1.49133E+12, addressing opioid issues  ,  opioid,1046956008, IMHC_Indiana, indiana minority health coalition  inc. imhc is a statewide nonprofit organization that works to eliminate health disparities through advocacy and education.,0,0,1153, Indianapolis: IN, None
9342,350,8.49E+17, Tue Apr 04 18:06:03 +0000 2017,1.49133E+12, hb1082 engross heroin and opioid education and community action act of 2017 start talking maryland act ,  heroin,104718610, LegiScanMD, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Maryland: USA, {'coordinates': [38.978862: -76.490685]: 'type': 'Point'}
9343,351,8.49E+17, Tue Apr 04 18:06:30 +0000 2017,1.49133E+12, sb0499 enroll opioid addiction. provides that  after approval of the indiana commission to combat drug abuse c... ,  opioid,104718312, LegiScanIN, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Indiana: USA, {'coordinates': [39.76859: -86.162634]: 'type': 'Point'}
9344,352,8.49E+17, Tue Apr 04 18:16:17 +0000 2017,1.49133E+12, 1 in 4 people who receive prescription opioids long term for noncancer pain in primary care settings struggle with ,  opioid,139771398, txhealthplans, the texas association of health plans represents health insurers  health maintenance organizations  and other related healthcare entities operating in texas.,0,0,1190, Austin: TX, None
9346,354,8.49E+17, Tue Apr 04 18:18:59 +0000 2017,1.49133E+12, all patients on chronic opioid therapy will have a collaborative care plan. tahpmdforum ,  opioid,139771398, txhealthplans, the texas association of health plans represents health insurers  health maintenance organizations  and other related healthcare entities operating in texas.,0,0,1190, Austin: TX, None
9347,355,8.49E+17, Tue Apr 04 18:22:29 +0000 2017,1.49133E+12, addiction and creativity in needles and opium. learn more about the connection between the two in our latest blog ,  opium,64864026, ACTSanFrancisco, a.c.t. nurtures the art of live theater through dynamic productions  actor training  and engagement with our community.,0,0,1961, San Francisco: CA, None
9348,356,8.49E+17, Tue Apr 04 18:24:25 +0000 2017,1.49133E+12, please sign. your children or grandchildren could be the next victim of narcotics addiction and worse. stop the mul ,  narcotic,8.22E+17, Michael32112332, christian conservative republican. pro israel.  pro constitution. pres.trump will maga. lets stop the left @ stopping him. im a fighting patriot.,0,0,563, Levittown: PA, None
9351,359,8.49E+17, Tue Apr 04 18:35:12 +0000 2017,1.49133E+12, i need a xanax andor whiskey andor a diaper after today,  xanax,436928451, JennaHulitt, approachable white trash,0,0,544, Millville: NJ, None
9353,361,8.49E+17, Tue Apr 04 18:39:28 +0000 2017,1.49133E+12, revisiting older works with cherry heroine. ,  heroin,7.99E+17, vestigialmedia, multimedia collective of jl joseph beaulieu  sam guss  chad michael ward  singlechair  brian sheehan.,0,0,222, Austin: TX, None
9354,362,8.49E+17, Tue Apr 04 18:43:03 +0000 2017,1.49133E+12, its illegal for providers to treat opioid use disorders or opioid withdrawal w opioid meds except under very specific circumstances.,  opioid,139771398, txhealthplans, the texas association of health plans represents health insurers  health maintenance organizations  and other related healthcare entities operating in texas.,0,0,1190, Austin: TX, None
9355,363,8.49E+17, Tue Apr 04 18:45:09 +0000 2017,1.49133E+12, cities with opioid epidemics should sue the govt ,  opioid,36360821, figmentmented, mess cleaner,0,0,222, Ontario: Canada, None
9356,364,8.49E+17, Tue Apr 04 18:45:11 +0000 2017,1.49133E+12, the @cdcgovs anuj shah and his colleagues studied a sample of 1.3 million opioid users from 200615 and found ,  opioid,139771398, txhealthplans, the texas association of health plans represents health insurers  health maintenance organizations  and other related healthcare entities operating in texas.,0,0,1190, Austin: TX, None
9359,367,8.49E+17, Tue Apr 04 19:11:08 +0000 2017,1.49133E+12, public bathrooms become ground zero in the opioid epidemic ,  opioid,477972923, twizner, reporting at @columbiajourn. follow work at  ,0,0,1242, New York: USA, None
9360,368,8.49E+17, Tue Apr 04 19:17:09 +0000 2017,1.49133E+12, ap  license suspended for nurse fired for stealing narcotics  bdcnews,  narcotic,22707076, bozchron, the official twitter feed for the bozeman daily chronicle.,0,0,1191, Bozeman: Montana, {'coordinates': [45.6706102: -111.074249]: 'type': 'Point'}
9363,371,8.49E+17, Tue Apr 04 19:25:39 +0000 2017,1.49133E+12, @bailiepoage you should take an ibuprofen.,  ibuprofen,228437789, avatarsucks, theresistance aspergers fan of @spongebob  fullhouse  @sensanders  @kfc  @mountaindew  much more not into sports ,0,0,4455, San Gabriel: Tucson, None
9366,374,8.49E+17, Tue Apr 04 20:15:26 +0000 2017,1.49134E+12, i take flintstones vicodin  connor,  vicodin,256235580, JudeHildum, film majorbassistdebaser,0,0,211, Lakewood: OH, None
9367,375,8.49E+17, Tue Apr 04 20:20:37 +0000 2017,1.49134E+12, a 13 year old boy died of an overdose on heroin. what is the world coming to... ,  heroin,474434793, AlexKosowski, dyouville college  stay focused.,0,0,669, Buffalo: NY, None
9368,376,8.49E+17, Tue Apr 04 20:23:37 +0000 2017,1.49134E+12, saw something in my tree out front come to find out it was some junkies heroin leftovers he decided to ditch along the way..,  heroin,2788369804, elainielizabeth, so im working on a better me  life is worth living. anb ,0,0,695, Canada: basically, None
9370,378,8.49E+17, Tue Apr 04 20:26:34 +0000 2017,1.49134E+12, hb2217 enroll standards governing the use and administration of emergency opioid antagonists. ,  opioid,104722941, LegiScanKS, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Kansas: USA, {'coordinates': [39.04807: -95.67808]: 'type': 'Point'}
9378,386,8.49E+17, Tue Apr 04 20:41:35 +0000 2017,1.49134E+12, @andrewhusband as long as youre ok with a heroine like addiction then yes.,  heroin,24967439, Rizzmigizz, writer of things at @uproxxnews @miaminewtimes lover of high abv craft beer. hater of swimming. founder of hot take island. will work for pho.,0,0,865, Coral Springs: Florida, None
9384,392,8.49E+17, Tue Apr 04 21:07:33 +0000 2017,1.49134E+12, if i could swallow a bottle of tylenol i would,  tylenol,393720608, anelangel7,  always |,0,0,317, Fort Worth: TX, None
9385,393,8.49E+17, Tue Apr 04 21:16:56 +0000 2017,1.49134E+12, hb1432 engross health care providers  prescription opioids  limits on prescribing the prescriber limits act ... ,  opioid,104718610, LegiScanMD, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Maryland: USA, {'coordinates': [38.978862: -76.490685]: 'type': 'Point'}
9386,394,8.49E+17, Tue Apr 04 21:19:20 +0000 2017,1.49134E+12, learning about the opioid addition in stark county. @ canton city hall in canton  oh ,  opioid,427390400, EmilyAnnGeig, blogger. foodie. yogi. runner. reader. learner. listener. fueled by coffee and new experiences.,0,0,641, Akron: OH, {'coordinates': [40.79774359: -81.37667139]: 'type': 'Point'}
9387,395,8.49E+17, Tue Apr 04 21:22:29 +0000 2017,1.49134E+12, heres hoping the work to fight the opioid epidemic continues. i know  @aptatweets efforts will carry on. choosept ,  opioid,30037975, PRforPT, i love this profession. i work to promote this profession. better together.,0,0,237, Alexandria: VA, None
9389,397,8.49E+17, Tue Apr 04 21:26:08 +0000 2017,1.49134E+12, violets are red roses are blue i am on crack and heroine too ian 2016 sauce,  heroin,4289885478, corbinwhs, whs,0,0,526, Frisco: TX, None
9391,399,8.49E+17, Tue Apr 04 21:42:01 +0000 2017,1.49134E+12, fuck heroin. shoutout to my boy colin  i know youre watching us all making dumb ass jokes. been on my mind this week my dude ,  heroin,8.33E+17, FleshDaGod, the fallen disciplelit like a wicklive in hell on earth  veg registeredpieceofshit,0,0,145, Las Vegas: NV, None
9395,403,8.49E+17, Tue Apr 04 21:54:17 +0000 2017,1.49134E+12, stop promoting xanax you dizzy broad ,  xanax,1452650246, Papi_Polenzi, .w a v         shouts to the ville        shouts to surp,0,0,1224, Seattle: WA, None
9398,406,8.49E+17, Tue Apr 04 22:08:20 +0000 2017,1.49134E+12, rep. hebl admits that wi assembly dems offering amendments on heroin bills to raise funds. wow widemsplayingpoliticswithlives wiright,  heroin,2349134580, JesseForWI, bold ideas...conservative values to make wisconsin the best,0,0,238, Kewaskum: Wisconsin, None
9400,408,8.49E+17, Tue Apr 04 22:11:55 +0000 2017,1.49134E+12, @mikepence us cant afford literal blood bath cost of enforcing continual synthetic opioid amp other related molecule modification adjustments,  opioid,44987835, martywilkes, grateful to be christian  to have beautiful wife of 33 years  3 remarkably gifted  talented children  their spouses  2 granddaughters  2 grandsons on the way,0,0,1277, Atlanta: GA, None
9401,409,8.49E+17, Tue Apr 04 22:16:24 +0000 2017,1.49134E+12, note to self add one or two 2 bottles of advil or tylenol to every day carry edc.    ,  tylenol,8.13E+17, skysira, create nothing. reshare everything.,0,0,198, Seattle: WA, None
9402,410,8.49E+17, Tue Apr 04 22:16:32 +0000 2017,1.49134E+12, they wont even prescribe hydrocodone in this clinic  overheard in the waiting room. made me so proud ,  hydrocodone,281821271, cvpollock, none,0,0,389, Fort Worth: TX, None
9403,411,8.49E+17, Tue Apr 04 22:16:34 +0000 2017,1.49134E+12, hb490 new creates the advisory council on heroin and opioid prevention and education ,  heroin,104723174, LegiScanLA, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Louisiana: USA, {'coordinates': [30.456615: -91.187356]: 'type': 'Point'}
9408,416,8.49E+17, Tue Apr 04 22:34:07 +0000 2017,1.49135E+12, when i volunteer to go see a dentist  my pain is all too real cuz i dont fuck with them. holla at me xanax,  xanax,30044364, sincityangelxo, 07.06.14 ,0,0,2088, Waynesville: OH, None
9410,418,8.49E+17, Tue Apr 04 22:38:41 +0000 2017,1.49135E+12, never eating bacon again bc heroin smells like bacon and my mind is ruined,  heroin,114344873, Ellieyourgod, take a shower your attitude stinks,0,0,127, Arizona: USA, None
9411,419,8.49E+17, Tue Apr 04 22:43:31 +0000 2017,1.49135E+12, saturdays at opium is atls premier party experience. this saturday nba champion iman shumpert ,  opium,19263715, dat_cantbp, experience. learn. grow.,0,0,169, Atlanta: Georgia, {'coordinates': [33.7808: -84.38928]: 'type': 'Point'}
9413,421,8.49E+17, Tue Apr 04 22:48:37 +0000 2017,1.49135E+12, i just got morphine i am so high,  morphine,3163341859, ashIynh, life of the party,0,0,204, Tuscaloosa: AL, None
9414,422,8.49E+17, Tue Apr 04 22:55:51 +0000 2017,1.49135E+12, these are on every chair at ohsots. a sign kaischs speech will be about states efforts to solve opioid crisis. ,  opioid,173820957, connorperrett, journalist with a passion for politics. covering ohio politics @wcpo. student @ouhtc. fan of vests. opinions mine. rt not endorsement. formerly @abc7news.,0,0,322, Columbus: OH, None
9415,423,8.49E+17, Tue Apr 04 22:56:55 +0000 2017,1.49135E+12, @msnvaorg sends a big thanks to @inovacme for hosting the opioid cme for nova community physicians,  opioid,3031551928, tellezc1, healthcare executive  futurist  disruptor. hospitals  insurance dont cure doctors do,0,0,450, McLean: VA, None
9416,424,8.49E+17, Tue Apr 04 22:57:35 +0000 2017,1.49135E+12, @anncoulter in florida  disability payments does not guarentee  for free oxycontin....unless a person is in 247 pa ,  oxycontin,8.43E+17, 4pHUkQXeIjBBt7w, i live to hunt  and i hunt to live.  i prep to provide  god provides to prep.,0,0,30, Florida: USA, None
9419,428,8.49E+17, Tue Apr 04 23:14:05 +0000 2017,1.49135E+12, when you need tylenol but cant drive to go get some cuz youre in too much pain nice luv it,  tylenol,7.78E+17, vicwhitaker_, evanlayton,0,0,142, London: Ontario, None
9420,429,8.49E+17, Tue Apr 04 23:14:21 +0000 2017,1.49135E+12, almost 30 percent of fatal opioid overdoses also involve benzodiazepines ,  opioid,50804274, Geoffsabtchange, recovery leader...topics of personal change substance use disorder  mental  behavioral health...plus personal tidbits,0,0,8911, Anaheim: California, None
9421,430,8.49E+17, Tue Apr 04 23:16:02 +0000 2017,1.49135E+12, @gingerea man so cool doing xanax ,  xanax,365418662, Luxurious_J_O_E, bacc on my bullshit,0,0,386, West Virginia: USA, None
9422,431,8.49E+17, Tue Apr 04 23:20:50 +0000 2017,1.49135E+12, its amazing how many people care about the opioid crisis once it hits white folks,  opioid,385554911, Wilcoxjd45209, a pastor of a church cincinnati  the kind of church thatd have me as their pastor.  a husband  a father   and a perpetually angry and frustrated malcontent,0,0,202, Cincinnati: OH, None
9423,432,8.49E+17, Tue Apr 04 23:23:28 +0000 2017,1.49135E+12, @nicoplacencia heroin is bacon,  heroin,114344873, Ellieyourgod, take a shower your attitude stinks,0,0,127, Arizona: USA, None
9424,433,8.49E+17, Tue Apr 04 23:24:00 +0000 2017,1.49135E+12, @nicoplacencia have you ever smelled heroin,  heroin,114344873, Ellieyourgod, take a shower your attitude stinks,0,0,127, Arizona: USA, None
9425,434,8.49E+17, Tue Apr 04 23:25:56 +0000 2017,1.49135E+12, forum on the heroin epidemic happening now at mannheim township high school. speaker says 1 in 3 families are affec ,  heroin,1055404393, CourtneyCBS21, @cbs21news storyteller. golden retriever mom. baltimore native. @uofalabama  a alumni. roll tide previous work @wgme @wfxl  @wvua23 chighfield@sbgtv.com,0,0,1213, Harrisburg: PA, None
9426,435,8.49E+17, Tue Apr 04 23:27:06 +0000 2017,1.49135E+12, report states with medical marijuana have lower opioidrelated hospitalizations ,  opioid,70381121, DenverCP, breaking news and weather updates from denver.,0,0,18, Denver: CO, {'coordinates': [39.74601199: -104.99459343]: 'type': 'Point'}
9429,438,8.49E+17, Tue Apr 04 23:40:06 +0000 2017,1.49135E+12, cant listen to @johnkasich talking about selfdriving cars when thousands of ohioans die every year from opioids  kasichsohio sots,  opioid,96685533, colleenlowry, womens caucus and constituency director at @ohdems  @ohiodemwomen. former @hillaryfornv  @bgtx  @brookingsinst  @obamainaugural  @ofa. youngstown forever.,0,0,1600, Columbus: OH, None
