1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
944,8.50E+17, Thu Apr 06 05:27:22 +0000 2017,1.49E+12, @matthewiwinski yuhhh i know dat feeling  amp i fw em it feels like a clean xanax to me like u dont be all fucked up ,  xanax,339460302, asvpxdiamonds, | lybb fybr | 19 | marijuana activist,0,0,645, Joliet: IL, None
946,8.50E+17, Thu Apr 06 05:43:10 +0000 2017,1.49E+12, fuck i miss xanax but its anti xan forever on now,  xanax,505181390, JEFFBANGA, none,0,0,259, tree team, None
953,8.50E+17, Thu Apr 06 05:58:08 +0000 2017,1.49E+12, even dogs can get so much anxiety that they need doggy xanax.,  xanax,531884533, DobbieSayz, all tweets are gluten free,0,0,604, None, None
963,8.50E+17, Thu Apr 06 07:24:04 +0000 2017,1.49E+12, @medmarijuana ive been battling with anxiety for years i live in florida and am sick of drugs xanax lexapro etc i need medical marijuana,  xanax,8.37E+17, Trevorm68084564, yolo,0,0,94, Fairview Shores: FL, None
969,8.50E+17, Thu Apr 06 08:46:16 +0000 2017,1.49E+12, fyi...take a xanax and dont be expect or people yourself,  xanax,563988382, SergInfante, none,0,0,204, None, None
970,8.50E+17, Thu Apr 06 09:14:41 +0000 2017,1.49E+12, best of show @nadine what we gonna do about kooky trump honestly. ive installed a xanax salt lick in every room ,  xanax,30461476, gollygee13, the vandals who plundered ancient rome came from outside the empire our vandals reside comfortably on capitol hill.,0,0,3652, Wilton: NC, None
996,8.50E+17, Thu Apr 06 12:54:41 +0000 2017,1.49E+12, at 830 am on the elevator a stranger asked me for a xanax happythursday,  xanax,926754836, allygator___, salisbury,0,0,285, None, None
997,8.50E+17, Thu Apr 06 13:15:10 +0000 2017,1.49E+12, @sheena0813 def not xanaxrinnas 2 hypersuspect some sort of stimulant. surprised 2 see her eating in hktho she ,  xanax,1676787534, BeeDeedles, graphic artist  photographer.  whats the buzz  a favourite quote go to the bee thou poet consider her ways and be wise. george bernard shaw,0,0,140, Downtown: NYC, None
1002,8.50E+17, Thu Apr 06 13:32:24 +0000 2017,1.49E+12, psathis is what happens when you mix xanax amp alcohol amp behind the wheel. just dont do itsorry for putting bryson ,  xanax,3090226109, saaarahrussell, none,0,0,162, North Carolina: USA, None
1015,8.50E+17, Thu Apr 06 14:37:11 +0000 2017,1.49E+12, logic easily the best rapper in the dmv. easily. if you dont think so ill just assume all you do is xanax and sip on lean.,  xanax,158081036, CarelessRichy,  native and african american | stay gold  soccer and skateboarding is life | pittsburgh,0,0,873, DMV, None
1020,8.50E+17, Thu Apr 06 14:50:22 +0000 2017,1.49E+12, i dont pop xanax cause pills are for pussies,  xanax,321861502, MoochieTheBum, ,0,0,505, Tyraq: TX, None
1033,8.50E+17, Thu Apr 06 15:18:56 +0000 2017,1.49E+12, 5 million dollars and a few thousand xanax ,  xanax,79221610, Ty_TheCre8r02Xx, 22  rapper  producer in training  90s baby  future music major  marijuana enthusiast  instagram tigh02x  snapchat tythecre8r02x,0,0,899, Eugene: OR, None
1037,8.50E+17, Thu Apr 06 15:32:26 +0000 2017,1.49E+12, please  xanax make it go away,  xanax,7.96E+17, kenzo4800, none,0,0,101, Philadelphia: PA, None
1045,8.50E+17, Thu Apr 06 15:56:09 +0000 2017,1.49E+12, @lcwxdave right at 2.5 inches overnight. no hail that we saw here. one crazed boykin  our foster  until 0500 and a xanax.,  xanax,359615912, fcwanner, married to my best friend. live on and love james island. love my boykin spaniels. retired and have lots of time to call out bs. i vote.,0,0,290, James Island: South Carolina, None
1047,8.50E+17, Thu Apr 06 16:02:25 +0000 2017,1.49E+12, they should hand out xanax to wh  get them off their cocaine binging ,  xanax,31499603, JosieAbq, im a mother of a son  daughter  a nana of 3 beautiful grandchildren a wonderful husband that god has blessed me with,0,0,221, New Mexico, None
1051,8.50E+17, Thu Apr 06 16:06:35 +0000 2017,1.49E+12, only stories xanax has is how its turning a whole generation of young people of color into crack heads. ,  xanax,95308970, UnclePhilippe, student. artist. haitian. host. uncle. feminist. my black is beautiful. prayforsyria soulwrks xlaced browardbreed dtts ,0,0,1170, Baldwin Harbor: NY, None
1057,8.50E+17, Thu Apr 06 16:15:55 +0000 2017,1.49E+12, full story two montana state football players arrested for allegedly dealing xanax   mtcrime bdcnews,  xanax,82687038, wabermes, @bozchron copscourts reporter. montana lover. mountain hiker. microbrew drinker. wbermes@dailychronicle.com.,0,0,1785, Bozeman: Mont. , None
1065,8.50E+17, Thu Apr 06 16:26:10 +0000 2017,1.49E+12, i put bricks on a bitch  throw these xanax off her tits,  xanax,2908794841, chito_cristobal, |  |  exep three0n3,0,0,216, Fuchu-shi: Tokyo, None
1067,8.50E+17, Thu Apr 06 16:30:38 +0000 2017,1.49E+12, msu football players arrested for allegedly dealing xanax  bdcnews,  xanax,22707076, bozchron, the official twitter feed for the bozeman daily chronicle.,0,0,1191, Bozeman: Montana, {'coordinates': [45.67070719: -111.07427917]: 'type': 'Point'}
1069,8.50E+17, Thu Apr 06 16:32:10 +0000 2017,1.49E+12, ill never understand why people think popping xanax is cool. no  sitting there drooling over yourself is not a good time lmfao get a life,  xanax,213132795, LOCUSTofficial, 22nydjproducer   instagram @locustofficial facebook @salmicari. galantis  hook n sling  love on me  locust remix  out now teamlocust,0,0,397, None, None
1074,8.50E+17, Thu Apr 06 16:42:18 +0000 2017,1.49E+12, this slowed version of danza kuduro makes me feel like im on 6 xanax which is very good..,  xanax,618525510, LucilleEnthaski, cinephile. arian. occultism,0,0,120, Valle de Las Muí±ecas, None
1090,8.50E+17, Thu Apr 06 17:37:26 +0000 2017,1.49E+12, reads about the scotus vote  downs entire bottle of xanax,  xanax,293757452, mschelseareed, giant nerd working in the film industry. video editor working in the sf bay area. set tag fixitinpost post tag postproductionlife,0,0,348, San Francisco: CA, None
1100,8.50E+17, Thu Apr 06 18:16:38 +0000 2017,1.49E+12, i just woke up from a xanax coma,  xanax,1323832789, buzzxoff, none,0,0,164, he/him, None
1101,8.50E+17, Thu Apr 06 18:20:22 +0000 2017,1.49E+12, i wish u loved me like u loved xanax,  xanax,3021827249, seiko13k, none,0,0,72, None, None
1124,8.50E+17, Thu Apr 06 19:30:20 +0000 2017,1.49E+12, i dont pop xanax because pills are for pussies. never scared of being human  aint afraid of feeling feelings.  th@ kid 2017,  xanax,2753757891, LimpWristTrick, | fla 386 |team rocket| 970 co | bad poets society fucktheyouth smsp,0,0,202, daytona beach & Vail: CO, None
1127,8.50E+17, Thu Apr 06 19:31:16 +0000 2017,1.49E+12, throws change off the plate 6 pitches late..ausmus must need 6 xanax watching mccann call sequences some days,  xanax,410827635, sportz5176, father  husband  baseball snob  custom home builder..angry tweeter and bad guitar player..fastball command is life .proud member of the dantonio and izzo mafia.,0,0,1358, Beverly Hills: Michigan, None
1139,8.50E+17, Thu Apr 06 20:25:17 +0000 2017,1.49E+12, my doctor really prescribed me xanax for my anxiety ,  xanax,77623197, ayeeitsalinaa, gay,0,0,639, snapchat/ig: itsjustalinaa, None
1159,8.50E+17, Thu Apr 06 21:17:48 +0000 2017,1.49E+12, ppl who do hella xanax usually suck lol,  xanax,1081353145, shoegamepoppa, no shirt just a cuban  a wife beater,0,0,271, None, None
1164,8.50E+17, Thu Apr 06 21:34:16 +0000 2017,1.49E+12, i said ppl who xanax usually suck amp lost 4 followers lol,  xanax,1081353145, shoegamepoppa, no shirt just a cuban  a wife beater,0,0,271, None, None
1169,8.50E+17, Thu Apr 06 21:59:02 +0000 2017,1.49E+12, feelin panic i need a xanax,  xanax,7.68E+17, joeylikewhat, swerve,0,0,513, Ingleside: TX, None
1176,8.50E+17, Thu Apr 06 22:20:49 +0000 2017,1.49E+12, earlier maddie told our teacher she would tell her a joke bc she was having a bad day and she said ill take drugs do you have a xanax,  xanax,96007966, Rancey_Nicole, i have an attitude problem,0,0,451, Kendall's bed_ôÖ_ôÖ_ôÖ, None
1184,8.50E+17, Thu Apr 06 22:59:25 +0000 2017,1.49E+12, i just rolled on some liquid xanax,  xanax,7.69E+17, karlsjayy, none,0,0,167, San Diego: CA, None
1190,8.50E+17, Thu Apr 06 23:10:27 +0000 2017,1.49E+12, takes xanax that i didnt take last night. ,  xanax,142491284, LAANGELSINSIDER, angels baseball website dedicated to halo news  commentary. we also tweet on pop culture  current events ,0,0,646, Angels Stadium of Anaheim: CA, None
1195,8.50E+17, Fri Apr 07 13:46:39 +0000 2017,1.49E+12, i dont pop xanax because pills are for pussys ,  xanax,1481199926, ColdCupOfKyle, none,0,0,121, United States, None
1205,8.50E+17, Fri Apr 07 14:49:30 +0000 2017,1.49E+12, pretty sure my dads zoloft and xanax is like at the highest dose possible based on his facebook posts.,  xanax,166797246, JoshJSutton, i do karaoke alone in my bathroom and shop for wedding rings for me and myself.  pitnyc instagram @joshjsutton,0,0,308, New York: NY, None
1208,8.50E+17, Fri Apr 07 14:53:55 +0000 2017,1.49E+12, rumor has it if u say xanax 3x in tha mirror lil pump amp smokepurpp come out yellin esskeddit lol,  xanax,2937906339, elflexicano, non fiction ent. my only religion.,0,0,398, None, None
1211,8.50E+17, Fri Apr 07 15:05:13 +0000 2017,1.49E+12, i dont pop xanax  because pills are for pussies  never scared of being human i aint afraid of feeling feelings,  xanax,3103618842, nanogonzalez144, nshs fiend ,0,0,475, Fort Worth: TX, None
1213,8.50E+17, Fri Apr 07 15:08:51 +0000 2017,1.49E+12, i dont pop xanax because pills are for pussies  never scared of being human  i aint scared of feeling feelings.,  xanax,486936025, BurnWithBrando, cant wait to die   for beats submissions  inquiries send to 66messiah99@gmail.com,0,0,246, MIAMI-DADE COUNTY, None
0,8.27E+17, Thu Feb 02 17:04:21 +0000 2017,1.49E+12, thats them xanax ,  xanax,2329408472, RosKoMotah, artistsongwriter kimone ,0,0,919, None, None
4,8.27E+17, Thu Feb 02 17:31:54 +0000 2017,1.49E+12, i just asked my mawmaw if she wanted lunch and her response was no im eating a pack of crackers amp a half a xanax ,  xanax,2215016376, s_leeanna,  no beauty shines brighter than that of a good heart    good vibes  go getter,0,0,318, Lousisana ä, None
6,8.27E+17, Thu Feb 02 17:33:26 +0000 2017,1.49E+12, im gonna take a xanax and go get my nails done  because thats the only way to repair this whatdayisit,  xanax,2314214330, shelbycat_, innocent looking with a hood playlist,0,0,212, #STL, None
10,8.27E+17, Thu Feb 02 17:42:54 +0000 2017,1.49E+12, woke up to more trump craziness. day 12. glad i got that xanax prescription.,  xanax,17586386, TheGregoryE, cofounded hitfix  inc. now talking movies  oscars and more on  follow my instagram stories @gregel17,0,0,2122, Los Angeles: CA, None
11,8.27E+17, Thu Feb 02 17:44:13 +0000 2017,1.49E+12, no kidding.  not even sure xanax or valiuim will help the anxiety brought on by the dumb dumbs in washington dc. ,  xanax,618450018, TamiRichard6, bucket list meet ellen degeneres  supernatural cast  drive down 101  swim with dolphins  make anothers wish come true,0,0,41, American Fork: Utah, None
12,8.27E+17, Thu Feb 02 17:48:10 +0000 2017,1.49E+12, @shanewatch i need a xanax,  xanax,671293, richrad, stay at home software dad,0,0,440, Kansas City, None
13,8.27E+17, Thu Feb 02 17:56:15 +0000 2017,1.49E+12, @informalmeddler @iowatrump someone needs to check her xanax levels overdose symptoms may include extreme drowsiness  confusion,  xanax,978227936, WThomasNichols6, it professional sailing enthusiast  love outdoor events  enjoy gardening and having a great time,0,0,508, North Carolina: USA, None
17,8.27E+17, Thu Feb 02 18:19:33 +0000 2017,1.49E+12, they found me on the shitter at paradise park off the xanax ,  xanax,2255321102, GabeUriahJ, rest in peace grandma.,0,0,725, Kansas City: MO, None
22,8.27E+17, Thu Feb 02 18:45:15 +0000 2017,1.49E+12, drinking liquor every weekend  doing xanax  drinking lean  that shit is so gross amp unattractive .,  xanax,522629029, ___aliengirl, intersectional feminist . vcu . ,0,0,710, None, None
26,8.27E+17, Thu Feb 02 18:59:27 +0000 2017,1.49E+12, is it rude to toss a xanax into someones mouth while theyre talking  lmfao yooooo,  xanax,2177166281, kaelaamarieee, from the west side w love ,0,0,1126, ø_ø_ø_ø_, None
30,8.27E+17, Thu Feb 02 19:07:27 +0000 2017,1.49E+12, bitch im on 12 xanax ,  xanax,421699979, charlysuchii, im just a regular degular schmegular girl. rip joey,0,0,437, estarbos, None
31,8.27E+17, Thu Feb 02 19:09:10 +0000 2017,1.49E+12, im still not gon like yall weird ass music cause everybody else thinks its fire  im not gon take a xanax amp im not rting your tweet..,  xanax,2307285991, infamous__a, mje,0,0,1270, None, None
36,8.27E+17, Thu Feb 02 19:29:08 +0000 2017,1.49E+12, kids that used to chew xanax bars every weekend are now social media politicos,  xanax,7.48E+17, elgenatossio, u of w  political science,0,0,136, Seattle: WA, None
54,8.27E+17, Thu Feb 02 20:30:04 +0000 2017,1.49E+12, i need a hug  a xanax  and an empty gym. now,  xanax,968417292, trevor_kovar, new york  new york,0,0,293, None, None
57,8.27E+17, Thu Feb 02 20:34:54 +0000 2017,1.49E+12, @chrisrock damn i just turned the like to 666 no shit. xanax.,  xanax,2881785430, celestepewter, you may mourn many things  alec  the kochs are not for mourning. know if you work for one. nodapl gunsense flint resist resistance happy ,0,0,3097, The Other NY, None
65,8.27E+17, Thu Feb 02 20:54:58 +0000 2017,1.49E+12, @blondevsworld every time you post a picture of this i think its a xanax and im like tf  ,  xanax,324675452, julieeejackson, tosu | fitness | photographer | @loganpatino,0,0,633, The Ohio State University, None
69,8.27E+17, Thu Feb 02 21:06:51 +0000 2017,1.49E+12, logs into facebook   gets hit up by a bunch of dealers selling xanax    smh,  xanax,1635065005, yung_bush, ilovemizaira,0,0,108, Somewhere Better , None
74,8.27E+17, Thu Feb 02 21:23:57 +0000 2017,1.49E+12, i dont know if i need coffee or xanax,  xanax,25036146, slimproper, outta ya league  baby,0,0,725, Houston: TX, None
75,8.27E+17, Thu Feb 02 21:26:24 +0000 2017,1.49E+12, im tryin get sum food in the cafe and holmes tryin slip me a xanax,  xanax,1056414770, inky_al, freetony tack  pray  tay up out the way. atlanta falcons 115,0,0,758, Decatur: GA, None
81,8.27E+17, Thu Feb 02 22:01:17 +0000 2017,1.49E+12, in business communications q how do you deal with anxiety canadian professor this is america  take a xanax,  xanax,2355551188, NovelParker, find a nice little room and start a massacre,0,0,122, Westlake: OH, None
82,8.27E+17, Thu Feb 02 22:09:32 +0000 2017,1.49E+12, trynna be off 12 xanax,  xanax,2357760083, AciddPrincess, i aint shit. ,0,0,423, Hou$ton: Texas, None
83,8.27E+17, Thu Feb 02 22:10:04 +0000 2017,1.49E+12, ive got the heart of the ultimate warrior speed balling on coke amp xanax..ive got the heart secretariat wishes he had fivestarheart,  xanax,260407489, RealLife_J_LO, vols pats redsox celtics stephcurryfan obj13fan east tn raised gbo,0,0,969, None, None
85,8.27E+17, Thu Feb 02 22:17:41 +0000 2017,1.49E+12, @juliustaughther @rissalove19 na i was good i took half a xanax,  xanax,4845842184, BigMeechWS, lord forgive me for my sins...... tanboyz fuckitweball scbigmeechws,0,0,314, Sauce Worth: TX , None
86,8.27E+17, Thu Feb 02 22:21:35 +0000 2017,1.49E+12, 5 oclock traffic on wendover is so nerve wracking i swear i need some xanax just to get through it.,  xanax,1123753314, kayla_ann14, nc.,0,0,189, None, None
89,8.27E+17, Thu Feb 02 22:24:06 +0000 2017,1.49E+12, genuinely terrified of how many people and how much traffic i am going to endure this weekend. thank god for xanax. anxious superbowl,  xanax,297827212, Lady_MERmalade, fuck you right  and do you wrong.,0,0,476, yuh boys house, None
93,8.27E+17, Thu Feb 02 22:29:15 +0000 2017,1.49E+12, in 3 weeks the thank you obama estore will just be a pillowcase that says thank you xanax,  xanax,204157873, daisandconfused, weekends @nymag  bylines @ your faves. art and everything that goes with it.,0,0,1170, Brooklyn, None
95,8.27E+17, Thu Feb 02 22:33:42 +0000 2017,1.49E+12, im tryna stop smoking weed. so its either cocaine or xanax everyday. which route,  xanax,318062319, FpsElijah, | texas | pats | 22 | tarrantcountycollege,0,0,1198, The Funk: Texas, None
97,8.27E+17, Thu Feb 02 22:40:10 +0000 2017,1.49E+12, scoop me up ill give u xanax,  xanax,1078230169, da1jocy, fuck outta here with ur negativity | @riojasss,0,0,912, None, None
100,8.27E+17, Thu Feb 02 22:54:49 +0000 2017,1.49E+12, lucky you... 12 a xanax a night helps control panic attacks... weed not legal in fl  for that  you gotta be dying... @puppymnkey,  xanax,3986835197, Floridamiz1, the silent witness  quietly watching  to be still is to be present  nurse  progressive liberal  fdr democrat  exlibertarian  animal lover  steeler fan,0,0,483, Florida: USA, None
106,8.27E+17, Thu Feb 02 23:35:32 +0000 2017,1.49E+12, one of my coworkers let the air out of my tire after threatening me via email because i called him out for being fucked on xanax,  xanax,471609779, beckocean, norwegian | plant kindness  gather love  proverb,0,0,444, aquarius, None
116,8.27E+17, Fri Feb 03 00:17:35 +0000 2017,1.49E+12, @bowenswharf xanax withdrawal can do that to ya...,  xanax,978227936, WThomasNichols6, it professional sailing enthusiast  love outdoor events  enjoy gardening and having a great time,0,0,507, North Carolina: USA, None
122,8.27E+17, Fri Feb 03 00:49:59 +0000 2017,1.49E+12, somebody say xanax,  xanax,35073721, 1Jimmy__, longliveclyde  dem boy  tamuc  s.p.e.  beats  features  bookings  1slimjimmy@gmail.com  9.30.16,0,0,1154, Dallas: TX/Commerce: TX, None
125,8.27E+17, Fri Feb 03 00:56:12 +0000 2017,1.49E+12, my roommate walked into my room as i was having a panic attack so he gave me some xanax and now i no longer hate him.,  xanax,135376296, kush_vonnegut, im here for a good time not a long time.,0,0,254, Logan Square: Chicago, None
129,8.27E+17, Fri Feb 03 01:05:53 +0000 2017,1.49E+12, shoutout to xanax for being the only reason why i havent killed anyone.,  xanax,635234981, weedcake_, dont be a bitter bitch  be a better bitch. smoking pot and smoking hot. ,0,0,533, puerto rico // colorado, None
130,8.27E+17, Fri Feb 03 01:10:35 +0000 2017,1.49E+12, whewwwwwwww finally  yall dont understand how much making adult phone calls  stresses me out. i high key be needing xanax,  xanax,363060508, cbeee1035, 22  issa buriful day to save lives  survived2016  im not a doctor yet.. swosu alum,0,0,1213, Norman: OK, None
135,8.27E+17, Fri Feb 03 01:22:57 +0000 2017,1.49E+12, im a scientist when it comes to cooking xanax,  xanax,100416225, Bugsz, thats that blue rain...,0,0,787, New York: NY, None
140,8.27E+17, Fri Feb 03 01:36:11 +0000 2017,1.49E+12, one glass of white wine  12 xanax to my body. wth.,  xanax,7578802, netfuel, designer  deverloper  dad. musician at @marceauxmusic,0,0,943, Memphis: TN, None
143,8.27E+17, Fri Feb 03 01:40:32 +0000 2017,1.49E+12, i currently need a xanax...,  xanax,2650037264, 14Luisvilla, 16| pato | im always up to no good ,0,0,119, None, None
145,8.27E+17, Fri Feb 03 01:51:23 +0000 2017,1.49E+12, cant believe @aaronwawrowski sold my 400 coat for xanax... kids lucky i havent seen him yet,  xanax,394453355, dominiclauta, .legends never die. n.m.b,0,0,773, Traveling , None
150,8.27E+17, Fri Feb 03 02:26:10 +0000 2017,1.49E+12, true but there are people who are taking xanax everyday that was prescribed to someone else. ,  xanax,2307285991, infamous__a, mje,0,0,1270, None, None
156,8.27E+17, Fri Feb 03 02:48:23 +0000 2017,1.49E+12, tucker im probably going to need a xanax for this next guest,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,588, Louisiana: USA, None
168,8.27E+17, Fri Feb 03 03:14:24 +0000 2017,1.49E+12, who in austin  tx has a real xanax plug  benzo  painkiller plug hmu. ,  xanax,297258306, mrjoshpark, ambition is priceless... its something thats in your veins... one umbrella  swavenation,0,0,98, Austin: Tx, None
169,8.27E+17, Fri Feb 03 03:16:11 +0000 2017,1.49E+12, anxietyin5words im out of my xanax,  xanax,21433238, HeyDatsMe, pharmacist  market trader  yankee fan and ultimate warrior hashtagger. day trading would be so much easier with a time machinebut then again so would jeopardy.,0,0,1064, Chappaqua: NY, None
170,8.27E+17, Fri Feb 03 03:16:14 +0000 2017,1.49E+12, anxietyin5words dubious excuse for xanax prescription @seriousgirlgang,  xanax,15214172, Joe_Marcincuk, retired flight service specialist dont ask  stayathome forsythia trimmer  husband to the lovely dorey  father to the brilliant katie  amazing frank,0,0,2241, Long Island, None
176,8.27E+17, Fri Feb 03 03:39:38 +0000 2017,1.49E+12, so much xanax,  xanax,247873346, itsdreadtime, computer boo,0,0,582, Chicago, None
177,8.27E+17, Fri Feb 03 03:46:45 +0000 2017,1.49E+12, i  your ever benevolent xanax queen  is not allowed to take benzos for the next year or so  or even maybe ever again.,  xanax,46449248, infinite_daze, just floating along on a neutral  disengaged cloud of whatever,0,0,345, Brooklyn: NY, None
178,8.27E+17, Fri Feb 03 03:51:29 +0000 2017,1.49E+12, where my xanax tabs at  anxietyin5words  @octaviaspencer  ,  xanax,45231220, jimenezana, el salvador native. grew up in ca. my life 3 kids  family  medschool. my comments r purely mine not any institution that im assoc with rts r not endorsements,0,0,755, íìT: 33.893384:-118.038617, None
179,8.27E+17, Fri Feb 03 04:00:03 +0000 2017,1.49E+12, @andimarquette go read fanficits funny u say that fanfic is the only thing giving me life right nowi just got thru sayn its like xanax,  xanax,18485381, gemini11, lover of food fitness and family speaking the truth staying away from the scary feely place  and doing anything that makes me happy life shouldnt be hard,0,0,636, Kansas: USA, None
183,8.27E+17, Fri Feb 03 04:10:07 +0000 2017,1.49E+12, kek these derro are intense. is there a xanax spell,  xanax,45781898, mattcolville, lead writer @turtlerock crane clan mentat,0,0,114, Orange County: CA:, None
188,8.27E+17, Fri Feb 03 04:18:43 +0000 2017,1.49E+12, any girl that does xanax will ruin your life. they dont even remember cheating on you,  xanax,1032094009, samjustdontcare, she is water...  powerful enough to drown you... soft enough to cleanse you..... deep enough to save you.... remember that,0,0,30, Palm Springs: CA, None
192,8.27E+17, Fri Feb 03 04:28:43 +0000 2017,1.49E+12, @theothershanel absolutely. unless its xanax i dont touch it.,  xanax,401633203, witmy_woes, not on my watch ,0,0,178, Winston-Salem: NC, None
193,8.27E+17, Fri Feb 03 04:34:46 +0000 2017,1.49E+12, fuck a record deal id rather eat 16 xanax and forget to eat my breakfast meals,  xanax,2239554349, NeedaBandaid, you are only what you amount yourself to be | for features email me royaltybandaid@outlook.com | all i ever wanted was a little recognition.,0,0,668, Baytown äìš¥Ÿ Houston , None
195,8.27E+17, Fri Feb 03 04:46:54 +0000 2017,1.49E+12, @greeneyedtwin youre right. i need a xanax. ,  xanax,14249393, clarkemtp, gif war  hashtag gaming intellectual. im funny. also awkward  tactless  self deprecating  adult humor.      cohost of the clark  heather show. ,0,0,903, Portland: TX, None
198,8.27E+17, Fri Feb 03 05:00:52 +0000 2017,1.49E+12, i am in public without xanax..... anxietyin5words,  xanax,2754561431, Stephie_Lark,   autism mom vloggerblogger survivor of stuff lover of cats eater of food. designer ,0,0,19251, Texas: USA, None
199,8.27E+17, Fri Feb 03 05:01:36 +0000 2017,1.49E+12, took a xanax and put on a smiths playlist to go to sleep. life has been enjoyable lately.,  xanax,13363802, watercoloreyes_, when everyones watching the flashbulbs glare its best to remember you are what you wear oneamongthefence plur,0,0,390, Pennsylvania: USA, None
200,8.27E+17, Fri Feb 03 05:01:45 +0000 2017,1.49E+12, @chrisheart37 take your xanax and float away. thanks. ,  xanax,565886416, RedAnneBolynn, idealist  seeker of truth  entrepreneur  liberal democrat  music  reprorights  lgbt words  thoughts matter. no vanity here uniteblue blm climate vets,0,0,5290, Austin: Tx, None
201,8.27E+17, Fri Feb 03 05:04:41 +0000 2017,1.49E+12, i need xanax,  xanax,597094456, Dattwayyy, last year being broken,0,0,548, CHASING GOALS, None
202,8.27E+17, Fri Feb 03 05:07:07 +0000 2017,1.49E+12, dropped my xanax in my sprite,  xanax,7.78E+17, WavyyBrandon, none,0,0,145, Mesquite: TX, None
206,8.27E+17, Fri Feb 03 05:34:49 +0000 2017,1.49E+12, bitch im on 12 xanax,  xanax,1290109142, Daffo_DYL, misc mob,0,0,372, Campus Inn 128, None
207,8.27E+17, Fri Feb 03 05:38:51 +0000 2017,1.49E+12, my mom wont even buy me any xanax i hate u mom,  xanax,1669613708, zCOCK666, dont sweat the small shit ok.    its all small shit ,0,0,1116, homeless, None
209,8.27E+17, Fri Feb 03 05:44:07 +0000 2017,1.49E+12, wish i had a xanax lol,  xanax,2282881682, redwhitemint, i wont lie  i cant live and die here in this city. @avocadowrap,0,0,865, PNW, None
210,8.27E+17, Fri Feb 03 05:44:32 +0000 2017,1.49E+12, anxietyin5words i ran out of xanax,  xanax,120151540, The_Borg_Queen_, resistance is not futile   resistance  theresistance  if you supported trump  fuck you trump aka bannon is most dangerous conman notmypresident resist,0,0,5586, From Delta Quadrant: here now, None
211,8.27E+17, Fri Feb 03 05:52:18 +0000 2017,1.49E+12, @ilgiovanipierro even xanax doesnt help that ,  xanax,120151540, The_Borg_Queen_, resistance is not futile   resistance  theresistance  if you supported trump  fuck you trump aka bannon is most dangerous conman notmypresident resist,0,0,5586, From Delta Quadrant: here now, None
222,8.27E+17, Fri Feb 03 06:37:44 +0000 2017,1.49E+12, its too cold for xanax,  xanax,483388361, coletonshammond, make it fun  dont trust anyone,0,0,95, None, None
227,8.27E+17, Fri Feb 03 06:59:25 +0000 2017,1.49E+12, 3 xanax bars thats a mind eraser,  xanax,351416327, Rubendooben, 20. hunting and fishing are my thing. feb  19 bday snapchat me rubendooben. ag major at kingsville tamuk18 patsnation tgod,0,0,724, Elsa/Kingsville TX., None
229,8.27E+17, Fri Feb 03 07:18:33 +0000 2017,1.49E+12, how you addicted to xanax you just wanna sleep all day.,  xanax,8.14E+17, Mikefrom24thst, i aint scared to lose you ima choose the boxing gym over you. muslim,0,0,78, Philly, None
230,8.27E+17, Fri Feb 03 07:19:05 +0000 2017,1.49E+12, i could never wake up and be like yes im gon take a xanax,  xanax,8.14E+17, Mikefrom24thst, i aint scared to lose you ima choose the boxing gym over you. muslim,0,0,78, Philly, None
235,8.27E+17, Fri Feb 03 07:59:39 +0000 2017,1.49E+12, new chapbook fleetwood mac amp xanax. jk. too pissed and awake to write. neither of these medicines are working. poetry insomnia,  xanax,3946, ek_anderson, poet  novelist  editor  prince fan  feminist. author of several chapbooks. i make art with @foundpoetryrev  @eljpublications. i like tv  nail polish. binders,0,0,2626, Austin: TX , None
242,8.27E+17, Fri Feb 03 08:47:45 +0000 2017,1.49E+12,  u tired because u on what muthafucking xanax  defines me,  xanax,181112446, LAEXANDRIA, none,0,0,173, None, None
245,8.27E+17, Fri Feb 03 09:04:13 +0000 2017,1.49E+12, @mathtagger sending you a virtual xanax ,  xanax,574855496, joeschoenberger, chronic illnesses  obsessive need to shock  love. humanist.songwriter writing  improvartposter.,0,0,618, Cincinnati: OH, None
250,8.27E+17, Fri Feb 03 10:12:50 +0000 2017,1.49E+12, take 6 xanax ,  xanax,3284886420, benarchie,  sc benarchie97  ig @benarchie3 blacklivesmatter 251,0,0,937, Los Angeles: CA, None
252,8.27E+17, Fri Feb 03 10:32:15 +0000 2017,1.49E+12, poppin pussy like a xanax,  xanax,3400281483, iam_alexok, what the fucks good || insta iamalexok,0,0,281, None, None
260,8.27E+17, Fri Feb 03 11:33:43 +0000 2017,1.49E+12, i decided not to wear my headband and my forehead is truly on x games mode daw that bih on 12 xanax,  xanax,1703061968, dickktatorship, hope you doin well  bruh barnard2021 donthitmylinehoe,0,0,596, DADE COUNTY, None
268,8.27E+17, Fri Feb 03 12:16:49 +0000 2017,1.49E+12, when that xanax start to kick in note to self call in prescription refill.,  xanax,352748833, mmarleec, im a true leo... fearfully  wonderfully made.,0,0,237, Atlanta, None
