6,8.27E+17, Tue Jan 31 22:24:07 +0000 2017,1.49E+12, tonight stephen quinn hosts the fentanyl fix forum live on @cbcradio730pm  900pm ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
79,8.27E+17, Thu Feb 02 21:58:03 +0000 2017,1.49E+12, rcmp training dogs to detect fentanyl dog has already intercepted pills in b.c. ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
174,8.27E+17, Fri Feb 03 03:33:17 +0000 2017,1.49E+12, @popcultini hopefully someone called 911. fentanyl ods running rampant.,  fentanyl,356232538, bemac_ottawa, if youre gonna be stupid  at least be smart about it.,0,0,264, Ottawa, None
290,8.28E+17, Fri Feb 03 14:02:23 +0000 2017,1.49E+12, im fortunately fentanyl crisis hits communities large and small.  ,  fentanyl,2379456811, bcpffa, proudly representing british columbias 4000 professionals.,0,0,1362, None, None
301,8.28E+17, Fri Feb 03 14:39:24 +0000 2017,1.49E+12, massachusetts man sentenced to serve two years in prison for role in fentanyl distribution | usaonh | doj ,  fentanyl,2611792201, tymwhalin, fulltime web designer  seo manager  cold fusion developer  business owner and internet marketing entrepreneur.,0,0,869, Indianapolis: Indiana, None
306,8.28E+17, Fri Feb 03 14:52:02 +0000 2017,1.49E+12, methuen man pleads guilty to distributing fentanyl and heroin | usaonh | doj  ,  fentanyl,2611792201, tymwhalin, fulltime web designer  seo manager  cold fusion developer  business owner and internet marketing entrepreneur.,0,0,869, Indianapolis: Indiana, None
308,8.28E+17, Fri Feb 03 14:59:32 +0000 2017,1.49E+12, psychiatric care a major part of tackling fentanyl crisis  meded hcsm hcldr,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed pharmamktg  mhsm bchc cdnhealth,0,0,15587, Vancouver: BC: Canada, None
309,8.28E+17, Fri Feb 03 15:00:29 +0000 2017,1.49E+12, psychiatric care a major part of tackling fentanyl crisis  meded hcsm hcldr tedmed mcsmn,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed pharmamktg  mhsm bchc cdnhealth,0,0,15587, Vancouver: BC: Canada, None
6,8.28E+17, Fri Feb 03 17:48:34 +0000 2017,1.49E+12, wmur reporter asks about fentanyl being manufactured in the us and spicer gives answer about the border wall so,  fentanyl,16434028, gabbilevy, politics  baseball  and griping about the metro. some of it is my job @usnews. alum @upi  @cambodiadaily  @medillschool  @tuftsuniversity. glevyatusnewsdotcom,0,0,836, Washington: DC, None
8,8.28E+17, Fri Feb 03 17:49:07 +0000 2017,1.49E+12, @foxnews @presssec @potus and the flow of oxy and fentanyl thru big pharma,  fentanyl,1337622590, HairbyMarkandco, none,0,0,732, United States, None
12,8.28E+17, Fri Feb 03 17:53:40 +0000 2017,1.49E+12, @presssec was asked what admin is doing about fentanyl labs in northeast  answered were closing the southern border from mexico. okayyy...,  fentanyl,22314528, RStofflett, democrat liberal medical marijuana advocate science educator data analyst cubs fan impeachtrump stoppresidentbannon,0,0,893, Chicago: IL, None
39,8.28E+17, Fri Feb 03 19:38:59 +0000 2017,1.49E+12, lawsuit stems from alleged watering down and replacing of fentanyl  a pain medication. it was replaced with saline solution.,  fentanyl,721417620, JacobPekloTV, msj from @medillschool @wheatoncollege alum  mmj for @weareiowa5news weekend anchorproducer for @kcwitv opinions expressed are my own,0,0,179, Des Moines: IA, None
73,8.28E+17, Fri Feb 03 21:44:34 +0000 2017,1.49E+12, thats where the dea is i was wondering why they werent on the streets to nail all the heroin amp fentanyl dealers k ,  fentanyl,61305785, Delta33_1976, conservative veteran picture is my son matt  usmc i was us army  have 2 sons that were usmc national pain foundation  advocate  cyber investigationsresearch,0,0,314, CranberryTownship PA, None
145,8.28E+17, Sat Feb 04 01:56:49 +0000 2017,1.49E+12, fewer script pain meds r forcing heroin amp fentanyl from mexicochina disguised as oxycodone tabs. the supply of the ,  fentanyl,61305785, Delta33_1976, conservative veteran picture is my son matt  usmc i was us army  have 2 sons that were usmc national pain foundation  advocate  cyber investigationsresearch,0,0,315, CranberryTownship PA, None
149,8.28E+17, Sat Feb 04 02:09:22 +0000 2017,1.49E+12, @somaticborder @waronpainpts @kimmeekmiller @karlarabel1 @drfrieden heroin ampsynthetic fentanyl are main cause of od increase not script meds,  fentanyl,61305785, Delta33_1976, conservative veteran picture is my son matt  usmc i was us army  have 2 sons that were usmc national pain foundation  advocate  cyber investigationsresearch,0,0,315, CranberryTownship PA, None
152,8.28E+17, Sat Feb 04 02:17:01 +0000 2017,1.49E+12, fatal overdoses from fentanyl sold as cocaine detailed in harrowing report  abc news   via @abc,  fentanyl,74650676, ErikaForPres, essentially a kinda goofy yet sophisticated writer gal in touch with her inner geek. pmp pmiacp spc cspo agile waterfall ux amwriting runner travel,0,0,3240, Columbia: SC, None
179,8.28E+17, Sat Feb 04 04:52:59 +0000 2017,1.49E+12, @jaketapper irony your opioid story  @senjoemanchin daughter ceo of mylan is a painkiller pusher of fentanyl  most powerful opioid,  fentanyl,62529894, hankdevjr, professional investor  amateur politicalpolicy analyst,0,0,119, None, None
218,8.28E+17, Sat Feb 04 07:34:27 +0000 2017,1.49E+12, @mayorgregor  having ended homelessness  will now lead mayoral task force on fentanyl crisis.  vanpoli ,  fentanyl,1278963595, johnmerzetti, maritimesborn  leftleaning resident of van. housing is expensive  but the beauty of this place makes it worthwhile swear words are usually mine...sorry ,0,0,159, Vancouver: BC, None
249,8.28E+17, Sat Feb 04 13:21:59 +0000 2017,1.49E+12, @realdonaldtrump mr president china is killing our children with fentanyl.  mexico with heroin. please stop them.,  fentanyl,126373041, vgsmith2020, none,0,0,293, None, None
265,8.28E+17, Sat Feb 04 14:54:23 +0000 2017,1.49E+12, @pattonoswalt maybe patton needs stiff adderall  xanax and fentanyl cocktail.  it might loosen him up.  he seems te ,  fentanyl,7.56E+17, CGibbs1986, i am into stopping hillary from ruining our country. mission accomplished  09nov16,0,0,375, Tucson, None
285,8.28E+17, Sat Feb 04 16:12:55 +0000 2017,1.49E+12, mcnamara had adderall  xanax  and fentanyl in her system at tod  coupled with an undiagnosed heart condition...sad. ,  fentanyl,2852108350, the_alicia_cook, writer  activist fxck heroin i like fries  iced coffee   rt pics of my books stuff ive been feeling lately  heroin is the worst thing to ever happen to me,0,0,298, New Jersey: USA, None
312,8.28E+17, Sat Feb 04 17:38:14 +0000 2017,1.49E+12, @theamishdude @saintrph @robprovince fentanyl killed prince  right thats heavyduty stuff.,  fentanyl,376388082, CaptYonah, my derringdo allows me to dance the rigadoon around you.,0,0,351, Georgia, None
319,8.28E+17, Sat Feb 04 17:56:20 +0000 2017,1.49E+12, @usatoday who was the physician who prescribed adderall  xanax amp fentanyl. uppers amp downers. people  dont always trust your doctor.,  fentanyl,1049016710, dcpetvet, retired from usda  aphis  veterinary services  natl import export services  national director. housecall practice in washington  dc,0,0,175, Washington: DC, None
333,8.28E+17, Sat Feb 04 18:50:07 +0000 2017,1.49E+12, report ohio  pa. top destinations for synthetic opioid fentanyl ,  fentanyl,63964871, ColumbusCP, columbus city and press,0,0,10, Columbus: OH, {'type': 'Point': 'coordinates': [39.96378925: -82.99527267]}
379,8.28E+17, Sat Feb 04 22:30:26 +0000 2017,1.49E+12, my brother died on january 4  2017 of an unintentional fentanyl overdose. i wanted twitterverse to know. ,  fentanyl,18372123, catwinc, nope.,0,0,742, Vancouver BC , None
429,8.28E+17, Sun Feb 05 02:23:59 +0000 2017,1.49E+12, fixing fentanyl means treating trauma that creates addicts ,  fentanyl,3669058577, lwhitney337, executive director of nplc  rn  mother  patient  wife  daughter  sister  friend  interested in quality journey in health care mindfulness kindness humour grace,0,0,184, North Bay: Ontario, None
456,8.28E+17, Sun Feb 05 03:45:46 +0000 2017,1.49E+12, @drmtyndall explains  fentanyl cant be fixed by reducing the supply  harmreduction decriminalizenow opioidcrisis,  fentanyl,17881831, jjbreakspear, ed of phs community services society  former ed of @optbc  wife  auntie  activist  paddler  cyclist. originally from ottawa  now happily ensconced on west coast,0,0,975, Vancouver BC Canada, None
483,8.28E+17, Sun Feb 05 05:47:52 +0000 2017,1.49E+12, @reboot2365 cannabis cant do that and also the withdrawals from fentanyl are so bad i have ptsd from detoxing off it so many times,  fentanyl,7.20E+17, luckieme333, i started this twitter to stay informed about national affairs since mainstream media doesnt seem to be providing such a service.,0,0,167, Denver Colorado, None
528,8.28E+17, Sun Feb 05 13:20:27 +0000 2017,1.49E+12, .@weirdmedicine damn. fentanyl is a  pretty powerful pain comp drug... ,  fentanyl,35150454, BrianBachner, i like cats and comedians. and thats it.,0,0,3415, Nashville: TN, None
531,8.28E+17, Sun Feb 05 13:55:48 +0000 2017,1.49E+12, if you or a loved one or anyone require pain meds  even for chronic pain  do everyyyyything you can to avoid fentanyl,  fentanyl,955606549, goooolivia, be as nice as you can to as many people as you can for as long as you can  steelers pirates penguins celtics,0,0,422, New York: NY, None
584,8.28E+17, Sun Feb 05 17:05:37 +0000 2017,1.49E+12, fixing fentanyl means treating trauma that creates addicts ,  fentanyl,16175440, Lisa1337, blessed w 2 beautiful children  gavin  abigail  3 furry dogs hailey  kipper  lulu life is good love inspiration spiritual  ,0,0,3150, South Florida, None
674,8.28E+17, Sun Feb 05 22:38:06 +0000 2017,1.49E+12, trump is to politics what fentanyl is to recreational drug use.,  fentanyl,273618265, kevinspenst, poet. essayist. wordbaker. author of ignite  jabbering w bing bong both @anvilpress  12 chapbooks. fitfull cohost at wax poetic on ,0,0,1598, Vancouver, None
779,8.28E+17, Mon Feb 06 06:30:47 +0000 2017,1.49E+12, fixing fentanyl means treating trauma that creates addicts ,  fentanyl,177310280, h_leah, none,0,0,121, None, None
823,8.29E+17, Mon Feb 06 15:10:37 +0000 2017,1.49E+12, the government is the blame for fentanyl now theyre trying to push the blame onto the innocent people who are taking it fda approved it,  fentanyl,2446567825, petermax53, none,0,0,5, None, None
848,8.29E+17, Mon Feb 06 17:00:14 +0000 2017,1.49E+12, fed jury convicts montgomery county man for distributing acetyl fentanyl resulting in death  ,  fentanyl,2611792201, tymwhalin, fulltime web designer  seo manager  cold fusion developer  business owner and internet marketing entrepreneur.,0,0,878, Indianapolis: Indiana, None
851,8.29E+17, Mon Feb 06 17:21:17 +0000 2017,1.49E+12, cleveland medical examiner says 14 people died of suspected heroin or fentanyl overdoses over the weekend.  ,  fentanyl,21435658, wane15, fort wayne news  weather and sports coverage,0,0,288, Fort Wayne: IN , None
960,8.29E+17, Tue Feb 07 03:05:31 +0000 2017,1.49E+12, the fentanyl fix the fundamental problem is we live in a screwed up world ,  fentanyl,1395456156, docLambertY, mdecin de famille  centre jeunesse   udemontral  recherche sur la sant des jeunes vulnrables,0,0,113, Longueuil: QuÌÎå©bec: Canada, None
1054,8.29E+17, Tue Feb 07 12:37:40 +0000 2017,1.49E+12, @mikefox29 fentanyl is a powerful pain medicine. my gmom had stage 4 breast cancer and this is what they prescribed her.,  fentanyl,227007071, twitweet1, . ig s3416  bhappy416,0,0,852, philly's own original‰Û¡ÌåÂ, None
1111,8.29E+17, Tue Feb 07 15:56:31 +0000 2017,1.49E+12, gonna be giving people pot instead of fentanyl soon. savelives,  fentanyl,2315207405, NoWhiskeyDink, none,0,0,254, None, None
5,8.29E+17, Tue Feb 07 17:22:57 +0000 2017,1.49E+12, do you know about fentanyl  @psychtodays blog breaks down the potential dangers associated with use ,  fentanyl,3031211007, New_Vitae, integrated behavioral health and residential options for holistic  personcentered care,0,0,39, Bucks County and Lehigh County: PA, None
16,8.29E+17, Tue Feb 07 17:55:58 +0000 2017,1.49E+12, @jennajameson @pattonoswalt s wife died of overdose fentanyl...benzodiazepines....etc.  he likely tweets while under influence of something,  fentanyl,23278709, Mgoodhope, pro environment...anti systemic religious  oppression of women and pc people not talking about it..love to ski  ride my harley and sports.,0,0,1082, United States, None
31,8.29E+17, Tue Feb 07 18:49:50 +0000 2017,1.49E+12, .@cecilsheriff says heroin  recovered from scenes laced with fentanyl. detectives looking for dealers in pa  de  and baltimore @abc2news,  fentanyl,342796524, SkylerHenry, reporter at @abc2news | nupe | a southern gentleman with a new york soul.,0,0,751, Baltimore: MD, None
182,8.29E+17, Wed Feb 08 01:58:02 +0000 2017,1.49E+12, @rustyennemoser its a folk remedy up here. like fentanyl.,  fentanyl,231094448, John_Sevigny, photographer. writer. teacher.,0,0,20754, Miami: FL, None
233,8.29E+17, Wed Feb 08 04:51:27 +0000 2017,1.49E+12, alberta reports 343 fentanyl overdose deaths in 2016 ,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed pharmamktg  mhsm bchc cdnhealth,0,0,15649, Vancouver: BC: Canada, None
294,8.29E+17, Wed Feb 08 12:58:49 +0000 2017,1.49E+12, live now with erie county health commissioner gale butstein  who said 75 of opiate overdoses also test positive for fentanyl.,  fentanyl,23808281, NewsRadio930, buffalo news  talk  weather. home of sandy beach  rush limbaugh  and bauerle  bellavia. the voice of buffalo,0,0,1650, Buffalo: N.Y., None
315,8.29E+17, Wed Feb 08 14:19:11 +0000 2017,1.49E+12, @chritstevens i just lost a really good friend to a fentanyl overdose in january. ppl are ignorant. so many ppl have said crazy things.,  fentanyl,215829268, kelseyy__jo_, mae.davey.david.                                                         rip ajq,0,0,59, ‰Û¡å_‰Û¢Ì_å, None
330,8.29E+17, Wed Feb 08 15:00:55 +0000 2017,1.49E+12, drug dealers are intentionally mixing fentanyl with illicit drugs. @southcoasttoday @wesleysykessct mapoli ,  fentanyl,7.77E+17, jbarnesnews, special projects reporter at the standardtimes  @southcoasttoday. previously @bostonglobe.,0,0,161, Massachusetts: USA, None
356,8.29E+17, Wed Feb 08 15:51:20 +0000 2017,1.49E+12, caller im a college student in sarasota and two of my friends have died from fentanyl opioidcrisis,  fentanyl,397428413, kasshiff, executive producer @wbur and @npr @onpointradio. @barnard college @harvard graduate. fenway faithful.,0,0,458, Boston: MA, None
358,8.29E+17, Wed Feb 08 15:54:09 +0000 2017,1.49E+12, @onpointradio re opioids  the british addicted many chinese over a century ago.  is the fentanyl push payback,  fentanyl,3103722596, daddio388, none,0,0,203, Virginia: USA, None
369,8.29E+17, Wed Feb 08 16:33:05 +0000 2017,1.49E+12, bill would let da hold fentanyl traffickers for up to 120 days  @chrismarkeyrep @bristolda mapoli strongleadership,  fentanyl,7.10E+17, tony4rep, former candidate for state rep.  7th norfolk district  milton  randolph. atty. for sheriff bellotti. proud milton native  double eagle   democrat,0,0,575, Milton: MA, None
380,8.29E+17, Wed Feb 08 17:03:36 +0000 2017,1.49E+12, yale authored cdc report lauds new havens response to fentanyl ods illustration of how the state amp cities can help ,  fentanyl,911069802, docpetit_art, this is a personal account with personal tweets   does not represent the views of the petit family foundation   its bod. retweets do not imply an endorsement.,0,0,3225, Plainville: CT, None
415,8.29E+17, Wed Feb 08 18:22:31 +0000 2017,1.49E+12, u ever forget ur wearing a fentanyl patch and take a hot shower and accidentally give urself a small overdose haha oops lol,  fentanyl,1209990930, flonkle, i got a lot of cancer and a lot of bitches,0,0,250, Colorado springs: Colorado, None
447,8.29E+17, Wed Feb 08 20:01:25 +0000 2017,1.49E+12, battle against fentanyl must include input from drug users  says former drug user  pharma hcsm mhsm,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed pharmamktg  mhsm bchc cdnhealth,0,0,15662, Vancouver: BC: Canada, None
449,8.29E+17, Wed Feb 08 20:10:51 +0000 2017,1.49E+12, 2yearold played in area with syringes  heroin and fentanyl  warrant says  ,  fentanyl,476267490, mvendituoli, @fayobserver crime reporter  dog mom. email me at vendituolim@fayobserver.com or call my work number at 9105788646.,0,0,758, NC, None
480,8.29E+17, Wed Feb 08 21:59:14 +0000 2017,1.49E+12, in fight against fentanyl  your mail may be opened    absolutely not presumption of guilt amp privacy issues cdnpoli,  fentanyl,122167036, Quarkybirdy, living the country life on a lake in central ontario. love tennis  news  nature  all birdies  most dogs  nuts  some people. always curious,0,0,4997, On my perch by the lake, None
575,8.30E+17, Thu Feb 09 03:26:05 +0000 2017,1.49E+12, fight against fentanyl may require pushing the envelop open ottnews ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
731,8.30E+17, Thu Feb 09 15:38:27 +0000 2017,1.49E+12, or when youre off fentanyl amp she you tryna fuck in general  ,  fentanyl,599789222, TrillPerspectiv,  an inight to my trill life ,0,0,189, Fort Worth: TX, None
812,8.30E+17, Thu Feb 09 20:02:50 +0000 2017,1.49E+12, ill be live w@drewsteeleradio talking  previewing my indepth report on pink  fentanyl at 105 p.m. @kslnewsradio,  fentanyl,337379380, kslpetersamore, multimedia journalist for ksl newsradio. ,0,0,566, Salt Lake City: UT, None
880,8.30E+17, Thu Feb 09 23:24:50 +0000 2017,1.49E+12, @johnmayer i hate when i dont proofread my tweets. i also hate that ill be waiting for fentanyl for the next 5 days...,  fentanyl,21019457, lepetitepoisson, follow your heart till it tears you apart,0,0,82, Atlantis, None
20,8.30E+17, Fri Feb 10 17:05:57 +0000 2017,1.49E+12, @blynn41 out of control man. im pretty sure its a batch that came in loaded with fentanyl  but weve avg 20 ods a day so far in 2017,  fentanyl,528781354, TruUKFan, i like sports. i like betting on sports. i like shooting people  but only on ps4.        cohost of @themmaanalysis podcast on @mmaoddsbreaker,0,0,281, Louisville KY, None
26,8.30E+17, Fri Feb 10 17:14:09 +0000 2017,1.49E+12, slug christ the only rapper out here rapping about fentanyl,  fentanyl,46416772, FuckWilliamP, 19vocals for invalidated219,0,0,300,219, None
49,8.30E+17, Fri Feb 10 18:01:44 +0000 2017,1.49E+12, last year  over 75 of cocainerelated deaths in maryland were combined with heroin andor fentanyl. knowyourrisk,  fentanyl,146827403, GOCCP, the maryland governors office of crime control  prevention,0,0,122, Crownsville: MD, None
52,8.30E+17, Fri Feb 10 18:11:41 +0000 2017,1.49E+12, dog noooobody should be fucking with fentanyl,  fentanyl,46416772, FuckWilliamP, 19vocals for invalidated219,0,0,300,219, None
76,8.30E+17, Fri Feb 10 19:26:28 +0000 2017,1.49E+12, another sad  heartfelt obituary. heroin  fentanyl. hopefully these obituaries  and stories  help turnthetide ,  fentanyl,2533814352, RxProfessor, the overuse of pain medication is devastating to everyone involved. i am making a difference through education  action and leadership.,0,0,231, Atlanta: GA, None
89,8.30E+17, Fri Feb 10 20:10:35 +0000 2017,1.49E+12, jamie robertson pleads not guilty to charge of conspiracy to distribute and posses with intent to distribute fentanyl kcbd11 kcbd kcbd11,  fentanyl,1012080421, ShaleyKCBD, investigative reporteranchor for kcbd news channel 11|story idea email ssanders@kcbd.com. these viewsthoughts are my own  not my employers.,0,0,646, None, None
140,8.30E+17, Fri Feb 10 22:41:03 +0000 2017,1.49E+12, six pounds of fentanyl seized during ohio traffic stop ,  fentanyl,63964871, ColumbusCP, columbus city and press,0,0,10, Columbus: OH, {'type': 'Point': 'coordinates': [39.96378925: -82.99527267]}
146,8.30E+17, Fri Feb 10 23:01:39 +0000 2017,1.49E+12, on fentanyl increase beds  duplicate insite in other communities  address this as a crisis because it is a crisis says @jjhorgan bcpoli,  fentanyl,19040751, JJofBC, i post lots of bcpoli millennial  artist  poet  writer  gamemaster  queer  former youth in care  researcher  communicator  advocate.,0,0,772, B.C., None
231,8.30E+17, Sat Feb 11 04:16:02 +0000 2017,1.49E+12, sb154 new schedule i controlled substances  fentanyl and fentanyl analogues included  criminal penalties for tr... ,  fentanyl,104701711, LegiScanAL, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Alabama: USA, {'type': 'Point': 'coordinates': [32.377716: -86.300489]}
261,8.30E+17, Sat Feb 11 06:41:48 +0000 2017,1.49E+12, we know you want to legalize all drugs does that include fentanyl mixed with heroin that you mix up in your kitchens ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,202, Key West and Davie Florida, None
289,8.30E+17, Sat Feb 11 12:07:10 +0000 2017,1.49E+12, waterloo  feb 13dopesick fentanyls deadly grip canada  2016  @drugstrategywr,  fentanyl,2836751204, NoHarmToronto, the toronto harm reduction alliance thra is a local harm reduction coalition made up of folks from across the gta.,0,0,884, Toronto, None
294,8.30E+17, Sat Feb 11 12:56:07 +0000 2017,1.49E+12, hb2329 new prohibiting the production  manufacture or possession of fentanyl ,  fentanyl,104709417, LegiScanWV, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, West Virginia: USA, {'type': 'Point': 'coordinates': [38.336166: -81.612186]}
308,8.30E+17, Sat Feb 11 14:43:37 +0000 2017,1.49E+12, intranasal fentanyl and inhaled nitrous oxide for fracture reduction the fan observational study ,  fentanyl,1237637954, OzanAkca_, critical care anesthesiologist,0,0,231, Kentucky: USA, None
344,8.30E+17, Sat Feb 11 17:05:19 +0000 2017,1.49E+12, is this creep really a surgeon has anyone checked anaethesia fentanyl poisoning turned off the o.r.o2 on his bra ,  fentanyl,25073565, carminesgrammy, none,0,0,471, None, None
345,8.30E+17, Sat Feb 11 17:05:48 +0000 2017,1.49E+12, thank you  dr. fentanylbuzz. ,  fentanyl,408935359, BadAddieTude, ex white republican. will another race adopt me please caution twitter will lock your account to protect gina cunninghams white sensibilities. theresistance,0,0,506, Jacksonville: FL, None
346,8.30E+17, Sat Feb 11 17:07:18 +0000 2017,1.49E+12, @mjlaburt  he is totally frightening . too much fentanyl stolen from anaesthetic cart...,  fentanyl,25073565, carminesgrammy, none,0,0,471, None, None
350,8.30E+17, Sat Feb 11 17:25:24 +0000 2017,1.49E+12, for some reason i never made the connection between the fact that fentanyl is what they cut heroin with amp that its what my dad fucked with,  fentanyl,1061165474, ___hmh_, youre pretty rad i guess ,0,0,392, Toledo: Ohio, None
360,8.30E+17, Sat Feb 11 18:38:46 +0000 2017,1.49E+12, @huffingtonpost were they fentanyl related most here in bc canada are,  fentanyl,592991664, dreamersball39, i was born  i was loved  i made love  i died all in the flicker of a firefly. life is short enjoy it.,0,0,2229, None, None
368,8.30E+17, Sat Feb 11 19:16:26 +0000 2017,1.49E+12, @mitzideanbc @suestroud hey suck it up... obscene stipend bribery doesnt grow on trees u kno. btw lets put fentanyl reality on t table...,  fentanyl,776750065, electfraud2011, canada ted mussons  2011 fed elect fraud protest vict2ott help turf harpy walkbc from ab sick in hope recuperating in vict island mid feb stop kreepykhristy,0,0,161, Victoria BC Canada, None
381,8.31E+17, Sat Feb 11 21:00:25 +0000 2017,1.49E+12, yeah learn to love that heroin fentanyl drug the colombians taught you guys to make and sell in the usa ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,214, Key West and Davie Florida, None
470,8.31E+17, Sun Feb 12 03:18:14 +0000 2017,1.49E+12, medics are on standby so do as much fentanyl as you wanttravis,  fentanyl,2393770866, hvntershanks, local musician ruins everything vincentshanks666@gmail.com           serious business inquiries only,0,0,66, the otherside, None
479,8.31E+17, Sun Feb 12 03:51:42 +0000 2017,1.49E+12, stealth drug fentanyl ravages louisville as deaths spike ,  fentanyl,116060961, ChrisStrub, first to   livestream in 50 did so while volunteering wyouth orgs. ceo  i am here llc. li native  formerly @humana. @teamstrub ,0,0,4746, Huntington Station: NY, None
595,8.31E+17, Sun Feb 12 17:06:37 +0000 2017,1.49E+12, scranton pharmacy sued over fatal fentanyl overdose ,  fentanyl,16175440, Lisa1337, blessed w 2 beautiful children  gavin  abigail  3 furry dogs hailey  kipper  lulu life is good love inspiration spiritual  ,0,0,3162, South Florida, None
615,8.31E+17, Sun Feb 12 18:11:53 +0000 2017,1.49E+12, six pounds of fentanyl seized during ohio traffic stop ,  fentanyl,16175440, Lisa1337, blessed w 2 beautiful children  gavin  abigail  3 furry dogs hailey  kipper  lulu life is good love inspiration spiritual  ,0,0,3162, South Florida, None
634,8.31E+17, Sun Feb 12 19:12:32 +0000 2017,1.49E+12, no more mexican heroin mixed with fentanyl no more mess in the usa get them trump get them ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,224, Key West and Davie Florida, None
730,8.31E+17, Mon Feb 13 03:01:33 +0000 2017,1.49E+12, bro really said that atlanta was more important to black culture than harlem..  that dope gotta be laced with fentanyl man.,  fentanyl,77580645, African_Mike, african roots. hotep. snapchat ig  ect africanmike,0,0,943, Nigeria, None
777,8.31E+17, Mon Feb 13 07:37:17 +0000 2017,1.49E+12, how b.c.s fentanyl crisis became a publichealthÌ´Ì_emergency via @globeandmail  not mang kanor next,  fentanyl,231679369, MichelleBLeano, none,0,0,104, None, None
36,8.31E+17, Mon Feb 13 19:03:50 +0000 2017,1.49E+12, ill be @ a screening amp panel for the @vicecanada doc i worked on about fentanyl tonight in kitchener  ont. w dire ,  fentanyl,829490365, allison_elkin, staff writercontent managerresident american @vicecanada allison.tierney@vice.com ,0,0,671, Toronto, None
125,8.31E+17, Tue Feb 14 00:38:03 +0000 2017,1.49E+12, warning ottawa public health issues alert over dangerous counterfeit drugs like fentanyl found in prescrip. ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
161,8.31E+17, Tue Feb 14 02:30:27 +0000 2017,1.49E+12, it doesnt quite hit home until it hurts someone you know.  like it or not  fentanyl is in the streets of toronto. get your noses clean.,  fentanyl,21451765, CaseysPhotoPass, music photog  merch slinger  rock  lifestyle blogger  weezer worshiper  copywriter for a rad branding agency  former ohl mascot  footie fanatic ,0,0,4193, Toronto: Ontario, None
163,8.31E+17, Tue Feb 14 02:44:32 +0000 2017,1.49E+12, my upstairs neighbor just odd. stop fuckin doing heroin yall. shit. especially since so much of it is cut with fentanyl now. pls. just stop.,  fentanyl,3494184503, devereauxlemm, buy the ticket  take the ride | bellarmine uni 21,0,0,626, Louisville: KY, None
215,8.31E+17, Tue Feb 14 04:51:14 +0000 2017,1.49E+12, the new tool to fight fentanyl a nasal spray that stops overdoses in their tracks  pharmacy pharma,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed pharmamktg  mhsm bchc cdnhealth,0,0,15767, Vancouver: BC: Canada, None
224,8.31E+17, Tue Feb 14 05:16:37 +0000 2017,1.49E+12, ohio fentanyl death grip expands beyond heroin to include cocaine  marijuana  via @fox8news opioids mortality,  fentanyl,55104031, sociojen, sociologist. ph.d. candidate. researchereducator. change maker. proud mom  gram. ecosex opioidepidemic politics health hope stigmafree,0,0,2307, United States, None
254,8.31E+17, Tue Feb 14 09:02:03 +0000 2017,1.49E+12, the new tool to fight fentanyl a nasal spray that stops overdoses in their tracks ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
345,8.32E+17, Tue Feb 14 18:19:19 +0000 2017,1.49E+12, .@marcorubio helps introduce legislation to stop import of fentanyl  carfentanil via the mail heroinepidemic ,  fentanyl,14089398, sumarie711, chicago cubs fan  rubio republican  both forever onlymarco,0,0,2926, Suburb of Chicago, None
